id,pair_id,pair,direction,content_pos,style_pos,shape_label,texture_label,shape_name,texture_name,edge_corr,style_gain,pixel_std,auto_accept,manual_accept
33,0,cat-car,car->cat,246,376,2,3,car,cat,0.5200493931770325,0.7840856313705444,0.2138385623693466,1,
34,0,cat-car,car->cat,144,340,2,3,car,cat,0.3423462808132171,0.834411010146141,0.1840467303991317,1,
35,0,cat-car,car->cat,76,184,2,3,car,cat,0.5520057082176208,0.6690464913845062,0.2192203849554062,1,
36,0,cat-car,car->cat,446,96,2,3,car,cat,0.7581997513771057,0.6619603931903839,0.2299506962299347,1,
37,0,cat-car,car->cat,53,305,2,3,car,cat,0.2749454379081726,0.7555824369192123,0.2092548161745071,1,
38,0,cat-car,car->cat,143,313,2,3,car,cat,0.7439915537834167,0.8468737751245499,0.1022253632545471,1,
39,0,cat-car,car->cat,290,453,2,3,car,cat,0.5639019012451172,0.7221434116363525,0.2359054535627365,1,
40,0,cat-car,car->cat,347,413,2,3,car,cat,0.7844656109809875,0.7490690350532532,0.1786402612924575,1,
41,0,cat-car,car->cat,391,131,2,3,car,cat,0.5962151885032654,0.8284112960100174,0.1139853447675705,1,
42,0,cat-car,car->cat,357,155,2,3,car,cat,0.5670806765556335,0.6783057749271393,0.2425881922245025,1,
43,0,cat-car,car->cat,463,440,2,3,car,cat,0.592111349105835,0.6837994754314423,0.2637101113796234,1,
44,0,cat-car,car->cat,495,235,2,3,car,cat,0.4641619026660919,0.554246336221695,0.2779975235462188,1,
45,0,cat-car,car->cat,56,270,2,3,car,cat,0.4291489720344543,0.5978492498397827,0.2430342435836792,1,
46,0,cat-car,car->cat,49,7,2,3,car,cat,0.5180984139442444,0.8679031878709793,0.1291571706533432,1,
47,0,cat-car,car->cat,258,78,2,3,car,cat,0.4060021340847015,0.5383044481277466,0.2217120826244354,1,
48,1,dog-truck,dog->truck,310,280,5,9,dog,truck,0.5501621961593628,0.6421053409576416,0.2720819115638733,1,
49,1,dog-truck,dog->truck,477,109,5,9,dog,truck,0.7006931304931641,0.7117177844047546,0.2650611400604248,1,
50,1,dog-truck,dog->truck,478,401,5,9,dog,truck,0.8943935036659241,0.5813036561012268,0.2651112675666809,1,
51,1,dog-truck,dog->truck,369,491,5,9,dog,truck,0.5871713757514954,0.653326541185379,0.1575659364461898,1,
52,1,dog-truck,dog->truck,163,40,5,9,dog,truck,0.5060704946517944,0.67299023270607,0.2520683109760284,1,
53,1,dog-truck,dog->truck,174,188,5,9,dog,truck,0.7573421597480774,0.5965084731578827,0.2879857420921325,1,
54,1,dog-truck,dog->truck,449,231,5,9,dog,truck,0.7196752429008484,0.6772240400314331,0.208836168050766,1,
55,1,dog-truck,dog->truck,354,489,5,9,dog,truck,0.5849214196205139,0.4711416959762573,0.209280788898468,0,
56,1,dog-truck,dog->truck,322,119,5,9,dog,truck,0.8482149839401245,0.6114863157272339,0.2311625629663467,1,
57,1,dog-truck,dog->truck,294,314,5,9,dog,truck,0.6168440580368042,0.6864554584026337,0.244823545217514,1,
58,1,dog-truck,dog->truck,73,472,5,9,dog,truck,0.6985241174697876,0.6873587965965271,0.2262731939554214,1,
59,1,dog-truck,dog->truck,12,268,5,9,dog,truck,0.5451274514198303,0.6586658358573914,0.2621132135391235,1,
60,1,dog-truck,dog->truck,267,470,5,9,dog,truck,0.459824800491333,0.6617595255374908,0.264860987663269,1,
61,1,dog-truck,dog->truck,190,17,5,9,dog,truck,0.6241438388824463,0.7127023935317993,0.2209815084934234,1,
62,1,dog-truck,dog->truck,355,240,5,9,dog,truck,0.772705078125,0.5528044402599335,0.2388532906770706,1,
63,1,dog-truck,dog->truck,136,46,5,9,dog,truck,0.6408318877220154,0.7015356719493866,0.2459923028945922,1,
64,1,dog-truck,dog->truck,44,160,5,9,dog,truck,0.8243184685707092,0.5962062180042267,0.1396369040012359,1,
65,1,dog-truck,dog->truck,438,130,5,9,dog,truck,0.6225731372833252,0.561201810836792,0.254240334033966,1,
66,1,dog-truck,dog->truck,140,442,5,9,dog,truck,0.4548053443431854,0.6475241780281067,0.1934791654348373,1,
67,1,dog-truck,dog->truck,154,301,5,9,dog,truck,0.818134605884552,0.5546559989452362,0.2577761709690094,1,
68,1,dog-truck,dog->truck,86,492,5,9,dog,truck,0.6577724814414978,0.4682549238204956,0.2927138805389404,0,
69,1,dog-truck,dog->truck,439,75,5,9,dog,truck,0.7267608046531677,0.5172663331031799,0.2451947331428527,1,
70,1,dog-truck,dog->truck,448,220,5,9,dog,truck,0.6370021104812622,0.6334059536457062,0.28690966963768,1,
71,1,dog-truck,dog->truck,205,361,5,9,dog,truck,0.6764163374900818,0.6433775722980499,0.2668794989585876,1,
72,1,dog-truck,truck->dog,401,354,9,5,truck,dog,0.7662569880485535,0.6250581443309784,0.1967274844646453,1,
73,1,dog-truck,truck->dog,422,154,9,5,truck,dog,0.676832377910614,0.7205396890640259,0.2389688342809677,1,
74,1,dog-truck,truck->dog,296,190,9,5,truck,dog,0.3834477365016937,0.8148126900196075,0.1459758132696151,1,
75,1,dog-truck,truck->dog,361,389,9,5,truck,dog,0.5889704823493958,0.8209382742643356,0.1739013642072677,1,
76,1,dog-truck,truck->dog,360,1,9,5,truck,dog,0.4647040367126465,0.7416079342365265,0.2601465284824371,1,
77,1,dog-truck,truck->dog,130,267,9,5,truck,dog,0.6176037192344666,0.8293735980987549,0.1230166926980018,1,
78,1,dog-truck,truck->dog,414,397,9,5,truck,dog,0.6193193197250366,0.7169098854064941,0.2543947696685791,1,
79,1,dog-truck,truck->dog,109,304,9,5,truck,dog,0.6173960566520691,0.7717505991458893,0.1969629526138305,1,
80,1,dog-truck,truck->dog,410,327,9,5,truck,dog,0.3534375429153442,0.7780014425516129,0.2209074944257736,1,
81,1,dog-truck,truck->dog,111,294,9,5,truck,dog,0.741960346698761,0.7240568697452545,0.2157585471868515,1,
82,1,dog-truck,truck->dog,489,44,9,5,truck,dog,0.5552398562431335,0.6932238936424255,0.195850595831871,1,
83,1,dog-truck,truck->dog,231,65,9,5,truck,dog,0.5129949450492859,0.6321147382259369,0.1920932531356811,1,
84,1,dog-truck,truck->dog,472,478,9,5,truck,dog,0.3967463672161102,0.7788750231266022,0.2277334332466125,1,
85,1,dog-truck,truck->dog,188,30,9,5,truck,dog,0.6086997985839844,0.6535431146621704,0.2087173163890838,1,
86,1,dog-truck,truck->dog,160,139,9,5,truck,dog,0.8503419160842896,0.8281435668468475,0.0829975455999374,1,
87,1,dog-truck,truck->dog,17,12,9,5,truck,dog,0.3133156597614288,0.7736725509166718,0.2559507489204407,1,
88,1,dog-truck,truck->dog,218,221,9,5,truck,dog,0.6419540643692017,0.6529179215431213,0.2548804879188537,1,
89,1,dog-truck,truck->dog,119,370,9,5,truck,dog,0.6808196306228638,0.6617428362369537,0.1420740932226181,1,
90,1,dog-truck,truck->dog,442,223,9,5,truck,dog,0.2928637564182281,0.7534344792366028,0.1664189994335174,1,
91,1,dog-truck,truck->dog,409,467,9,5,truck,dog,0.6918896436691284,0.7761034071445465,0.2578227519989013,1,
92,1,dog-truck,truck->dog,75,355,9,5,truck,dog,0.8184234499931335,0.7228627502918243,0.187238335609436,1,
93,1,dog-truck,truck->dog,283,241,9,5,truck,dog,0.4026480615139007,0.7265129089355469,0.2419107556343078,1,
94,1,dog-truck,truck->dog,4,33,9,5,truck,dog,0.5243908762931824,0.6492367684841156,0.2008954435586929,1,
95,1,dog-truck,truck->dog,429,448,9,5,truck,dog,0.7927128076553345,0.5949883162975311,0.2173693776130676,1,
96,2,horse-ship,horse->ship,196,379,6,8,horse,ship,0.7882352471351624,0.5757430195808411,0.3111985325813293,1,
97,2,horse-ship,horse->ship,209,494,6,8,horse,ship,0.7031702995300293,0.5336368083953857,0.3102273941040039,1,
98,2,horse-ship,horse->ship,329,395,6,8,horse,ship,0.639354944229126,0.7847491502761841,0.1275499612092971,1,
99,2,horse-ship,horse->ship,275,99,6,8,horse,ship,0.6611395478248596,0.608002245426178,0.2016156315803527,1,
100,2,horse-ship,horse->ship,261,232,6,8,horse,ship,0.7315589785575867,0.6018618941307068,0.2380282878875732,1,
101,2,horse-ship,horse->ship,473,226,6,8,horse,ship,0.7698649764060974,0.6353252828121185,0.182894229888916,1,
102,2,horse-ship,horse->ship,203,311,6,8,horse,ship,0.7408042550086975,0.6673110723495483,0.1591759324073791,1,
103,2,horse-ship,horse->ship,214,128,6,8,horse,ship,0.6841117739677429,0.6102401316165924,0.1924900263547897,1,
104,2,horse-ship,horse->ship,388,341,6,8,horse,ship,0.7375474572181702,0.5690551996231079,0.2239729762077331,1,
105,2,horse-ship,horse->ship,43,343,6,8,horse,ship,0.379217118024826,0.6678074598312378,0.1434351205825805,1,
106,2,horse-ship,horse->ship,114,178,6,8,horse,ship,0.5461118817329407,0.6188189089298248,0.2562194168567657,1,
107,2,horse-ship,horse->ship,219,83,6,8,horse,ship,0.3212103247642517,0.647614985704422,0.2085704505443573,1,
108,2,horse-ship,horse->ship,381,29,6,8,horse,ship,0.7770105004310608,0.6766245365142822,0.1539068520069122,1,
109,2,horse-ship,horse->ship,464,149,6,8,horse,ship,0.5797287225723267,0.5805282890796661,0.2215893268585205,1,
110,2,horse-ship,horse->ship,19,151,6,8,horse,ship,0.7510454058647156,0.4973445534706116,0.1883064210414886,0,
111,2,horse-ship,horse->ship,257,411,6,8,horse,ship,0.8035377860069275,0.8190532475709915,0.0995989143848419,1,
112,2,horse-ship,horse->ship,335,35,6,8,horse,ship,0.5974791646003723,0.672387421131134,0.1896308213472366,1,
113,2,horse-ship,horse->ship,353,289,6,8,horse,ship,0.4842771887779236,0.7273145616054535,0.2559563219547272,1,
114,2,horse-ship,horse->ship,325,239,6,8,horse,ship,0.7309175729751587,0.5812385380268097,0.2937518656253814,1,
115,2,horse-ship,horse->ship,123,18,6,8,horse,ship,0.6994069814682007,0.6626602709293365,0.1360421329736709,1,
116,2,horse-ship,horse->ship,112,433,6,8,horse,ship,0.679577648639679,0.6288550496101379,0.2613270878791809,1,
117,2,horse-ship,horse->ship,499,115,6,8,horse,ship,0.8462791442871094,0.6211195886135101,0.1719334870576858,1,
118,2,horse-ship,horse->ship,455,262,6,8,horse,ship,0.7948442697525024,0.6333476901054382,0.2165494710206985,1,
119,2,horse-ship,horse->ship,230,104,6,8,horse,ship,0.6846767067909241,0.5842336416244507,0.1582515090703964,1,
120,2,horse-ship,ship->horse,115,254,8,6,ship,horse,0.7723108530044556,0.690173327922821,0.2035220712423324,1,
121,2,horse-ship,ship->horse,18,261,8,6,ship,horse,0.4817050397396087,0.81168994307518,0.1877372413873672,1,
122,2,horse-ship,ship->horse,286,324,8,6,ship,horse,0.4106732308864593,0.7058875560760498,0.2334491163492202,1,
123,2,horse-ship,ship->horse,149,430,8,6,ship,horse,0.7032355666160583,0.5161197185516357,0.2740193903446197,1,
124,2,horse-ship,ship->horse,25,159,8,6,ship,horse,0.4949563145637512,0.7558964639902115,0.1740768998861313,1,
125,2,horse-ship,ship->horse,494,47,8,6,ship,horse,0.6126726269721985,0.5275748372077942,0.2419192194938659,1,
126,2,horse-ship,ship->horse,273,196,8,6,ship,horse,0.8337537050247192,0.5376489460468292,0.2763233780860901,1,
127,2,horse-ship,ship->horse,178,353,8,6,ship,horse,0.388775110244751,0.6559948325157166,0.2333244234323501,1,
128,2,horse-ship,ship->horse,29,325,8,6,ship,horse,0.7498338222503662,0.6980445683002472,0.2740545570850372,1,
129,2,horse-ship,ship->horse,382,388,8,6,ship,horse,0.4539292156696319,0.770837590098381,0.1665171235799789,1,
130,2,horse-ship,ship->horse,475,209,8,6,ship,horse,0.2794922590255737,0.6441258788108826,0.2990526258945465,1,
131,2,horse-ship,ship->horse,151,407,8,6,ship,horse,0.8420459628105164,0.6985615491867065,0.2574772834777832,1,
132,2,horse-ship,ship->horse,311,219,8,6,ship,horse,0.3697134554386139,0.7082897424697876,0.3076606094837188,1,
133,2,horse-ship,ship->horse,195,455,8,6,ship,horse,0.4624819457530975,0.6662721633911133,0.2255999594926834,1,
134,2,horse-ship,ship->horse,99,476,8,6,ship,horse,0.4646389484405517,0.6546325385570526,0.2611562013626098,1,
135,2,horse-ship,ship->horse,341,192,8,6,ship,horse,0.6731126308441162,0.592823714017868,0.2689497768878937,1,
136,2,horse-ship,ship->horse,262,486,8,6,ship,horse,0.9093151092529296,0.5755934417247772,0.2441711872816085,1,
137,2,horse-ship,ship->horse,497,381,8,6,ship,horse,0.6038067936897278,0.7182826697826385,0.18936687707901,1,
138,2,horse-ship,ship->horse,425,255,8,6,ship,horse,0.6556440591812134,0.6473320424556732,0.2692477405071258,1,
139,2,horse-ship,ship->horse,191,295,8,6,ship,horse,0.7175950407981873,0.5545244216918945,0.3233039081096649,1,
140,2,horse-ship,ship->horse,83,464,8,6,ship,horse,0.5944221615791321,0.7340796291828156,0.1789304167032241,1,
141,2,horse-ship,ship->horse,395,303,8,6,ship,horse,0.8714300394058228,0.5648947358131409,0.2713232040405273,1,
142,2,horse-ship,ship->horse,351,275,8,6,ship,horse,0.6410526633262634,0.7165865302085876,0.1839426308870315,1,
143,2,horse-ship,ship->horse,456,335,8,6,ship,horse,0.4142095744609833,0.7329207360744476,0.2179769873619079,1,
144,3,deer-airplane,deer->airplane,138,454,4,0,deer,airplane,0.7581893801689148,0.7010768055915833,0.2488163262605667,1,
145,3,deer-airplane,deer->airplane,113,260,4,0,deer,airplane,0.7519871592521667,0.7579479217529297,0.201915830373764,1,
146,3,deer-airplane,deer->airplane,133,378,4,0,deer,airplane,0.8653870820999146,0.7321808934211731,0.1254966855049133,1,
147,3,deer-airplane,deer->airplane,124,297,4,0,deer,airplane,0.6610527038574219,0.6482427716255188,0.1707638353109359,1,
148,3,deer-airplane,deer->airplane,480,399,4,0,deer,airplane,0.9530860185623168,0.7208117544651031,0.0715020596981048,1,
149,3,deer-airplane,deer->airplane,81,54,4,0,deer,airplane,0.7263404130935669,0.7467445135116577,0.1987188458442688,1,
150,3,deer-airplane,deer->airplane,215,459,4,0,deer,airplane,0.8021882176399231,0.590376228094101,0.2400966435670852,1,
151,3,deer-airplane,deer->airplane,345,387,4,0,deer,airplane,0.4769051671028137,0.6821577548980713,0.1596217304468155,1,
152,3,deer-airplane,deer->airplane,423,417,4,0,deer,airplane,0.6154910326004028,0.6581883728504181,0.1776186972856521,1,
153,3,deer-airplane,deer->airplane,27,383,4,0,deer,airplane,0.7619608640670776,0.5098086893558502,0.2185830026865005,1,
154,3,deer-airplane,deer->airplane,82,482,4,0,deer,airplane,0.6683166027069092,0.7207148969173431,0.1475740820169448,1,
155,3,deer-airplane,deer->airplane,344,348,4,0,deer,airplane,0.7979868054389954,0.694547712802887,0.1616159677505493,1,
156,3,deer-airplane,deer->airplane,269,41,4,0,deer,airplane,0.5429099202156067,0.7575629949569702,0.2559824585914612,1,
157,3,deer-airplane,deer->airplane,266,181,4,0,deer,airplane,0.7768908143043518,0.6674557328224182,0.2960488200187683,1,
158,3,deer-airplane,deer->airplane,487,201,4,0,deer,airplane,0.5826931595802307,0.6447508931159973,0.1913200616836547,1,
159,3,deer-airplane,deer->airplane,316,362,4,0,deer,airplane,0.648829460144043,0.6729726791381836,0.1586234420537948,1,
160,3,deer-airplane,deer->airplane,461,462,4,0,deer,airplane,0.85371994972229,0.6894245743751526,0.1778410375118255,1,
161,3,deer-airplane,deer->airplane,336,263,4,0,deer,airplane,0.4793451726436615,0.773095577955246,0.1088017895817756,1,
162,3,deer-airplane,deer->airplane,350,101,4,0,deer,airplane,0.7142636179924011,0.6334601640701294,0.2677682638168335,1,
163,3,deer-airplane,deer->airplane,175,419,4,0,deer,airplane,0.5875763297080994,0.6715654730796814,0.2016545087099075,1,
164,3,deer-airplane,deer->airplane,206,242,4,0,deer,airplane,0.6801029443740845,0.6960842609405518,0.2674493789672851,1,
165,3,deer-airplane,deer->airplane,298,91,4,0,deer,airplane,0.5940160751342773,0.7408381104469299,0.1700847893953323,1,
166,3,deer-airplane,deer->airplane,481,88,4,0,deer,airplane,0.6313244700431824,0.6863340735435486,0.1580408811569214,1,
167,3,deer-airplane,deer->airplane,63,264,4,0,deer,airplane,0.7471777200698853,0.57933109998703,0.1644099205732345,1,
168,3,deer-airplane,airplane->deer,260,186,0,4,airplane,deer,0.6079410314559937,0.6348612308502197,0.2264565527439117,1,
169,3,deer-airplane,airplane->deer,264,133,0,4,airplane,deer,0.8148669004440308,0.8384575247764587,0.0955096185207367,1,
170,3,deer-airplane,airplane->deer,183,423,0,4,airplane,deer,0.7263387441635132,0.6648862063884735,0.1894203275442123,1,
171,3,deer-airplane,airplane->deer,185,6,0,4,airplane,deer,0.7824913859367371,0.5760264694690704,0.3448853492736816,1,
172,3,deer-airplane,airplane->deer,201,390,0,4,airplane,deer,0.8091139197349548,0.6662151217460632,0.2008005380630493,1,
173,3,deer-airplane,airplane->deer,317,336,0,4,airplane,deer,0.6945263147354126,0.8129364997148514,0.2151635289192199,1,
174,3,deer-airplane,airplane->deer,371,137,0,4,airplane,deer,0.3353570103645324,0.8278227299451828,0.1841725409030914,1,
175,3,deer-airplane,airplane->deer,383,316,0,4,airplane,deer,0.4883830845355987,0.809975191950798,0.1831831187009811,1,
176,3,deer-airplane,airplane->deer,348,27,0,4,airplane,deer,0.7772576808929443,0.6147728860378265,0.2004436403512954,1,
177,3,deer-airplane,airplane->deer,228,82,0,4,airplane,deer,0.6590954661369324,0.7375598549842834,0.2376071810722351,1,
178,3,deer-airplane,airplane->deer,181,326,0,4,airplane,deer,0.6193243861198425,0.8475430011749268,0.1534692347049713,1,
179,3,deer-airplane,airplane->deer,474,345,0,4,airplane,deer,0.4435965120792389,0.7909676432609558,0.2118223905563354,1,
180,3,deer-airplane,airplane->deer,245,81,0,4,airplane,deer,0.6739267706871033,0.7986404150724411,0.1989350914955139,1,
181,3,deer-airplane,airplane->deer,242,344,0,4,airplane,deer,0.3760284781455993,0.8620493859052658,0.1142875775694847,1,
182,3,deer-airplane,airplane->deer,15,63,0,4,airplane,deer,0.7809297442436218,0.6339999139308929,0.2134246528148651,1,
183,3,deer-airplane,airplane->deer,50,373,0,4,airplane,deer,0.5276526212692261,0.8142751455307007,0.2132145464420318,1,
184,3,deer-airplane,airplane->deer,393,32,0,4,airplane,deer,0.6596456170082092,0.7340385317802429,0.2323509007692337,1,
185,3,deer-airplane,airplane->deer,126,356,0,4,airplane,deer,0.6477174162864685,0.6910640001296997,0.2254382669925689,1,
186,3,deer-airplane,airplane->deer,88,405,0,4,airplane,deer,0.7161428332328796,0.5998203456401825,0.2586784064769745,1,
187,3,deer-airplane,airplane->deer,146,176,0,4,airplane,deer,0.5846102237701416,0.7075999975204468,0.1896463632583618,1,
188,3,deer-airplane,airplane->deer,101,169,0,4,airplane,deer,0.6632111668586731,0.8189579993486404,0.157509371638298,1,
189,3,deer-airplane,airplane->deer,297,162,0,4,airplane,deer,0.7833211421966553,0.4962453842163086,0.2647103667259216,0,
190,3,deer-airplane,airplane->deer,89,496,0,4,airplane,deer,0.5885344743728638,0.7517068386077881,0.2284401506185531,1,
191,3,deer-airplane,airplane->deer,482,461,0,4,airplane,deer,0.8452462553977966,0.7559061199426651,0.1221699640154838,1,
192,4,bird-monkey,bird->monkey,447,465,1,7,bird,monkey,0.6724080443382263,0.5917666852474213,0.2265084534883499,1,
193,4,bird-monkey,bird->monkey,380,37,1,7,bird,monkey,0.6703314185142517,0.5592603087425232,0.2694579660892486,1,
194,4,bird-monkey,bird->monkey,94,365,1,7,bird,monkey,0.5682852268218994,0.6909380555152893,0.2395787835121154,1,
195,4,bird-monkey,bird->monkey,122,156,1,7,bird,monkey,0.6820322275161743,0.7265675663948059,0.2966872453689575,1,
196,4,bird-monkey,bird->monkey,172,120,1,7,bird,monkey,0.8965162038803101,0.6512371897697449,0.2104390859603881,1,
197,4,bird-monkey,bird->monkey,52,452,1,7,bird,monkey,0.5577037930488586,0.6568677723407745,0.1781833916902542,1,
198,4,bird-monkey,bird->monkey,170,278,1,7,bird,monkey,0.8035198450088501,0.7858990877866745,0.2014102786779403,1,
199,4,bird-monkey,bird->monkey,3,2,1,7,bird,monkey,0.7374092936515808,0.7288289666175842,0.2172937989234924,1,
200,4,bird-monkey,bird->monkey,87,334,1,7,bird,monkey,0.4071367979049682,0.4932764172554016,0.2355662882328033,0,
201,4,bird-monkey,bird->monkey,374,211,1,7,bird,monkey,0.496817946434021,0.8028506487607956,0.1299839168787002,1,
202,4,bird-monkey,bird->monkey,58,444,1,7,bird,monkey,0.8008434772491455,0.7771212607622147,0.1580530703067779,1,
203,4,bird-monkey,bird->monkey,251,55,1,7,bird,monkey,0.8272058367729187,0.6074023544788361,0.2041315138339996,1,
204,4,bird-monkey,bird->monkey,402,488,1,7,bird,monkey,0.5625815987586975,0.7317661345005035,0.1972935199737548,1,
205,4,bird-monkey,bird->monkey,13,287,1,7,bird,monkey,0.6205527782440186,0.7716418206691742,0.240136370062828,1,
206,4,bird-monkey,bird->monkey,152,117,1,7,bird,monkey,0.707107663154602,0.5604201555252075,0.1774044185876846,1,
207,4,bird-monkey,bird->monkey,247,8,1,7,bird,monkey,0.745756983757019,0.6510455012321472,0.1961456090211868,1,
208,4,bird-monkey,bird->monkey,16,182,1,7,bird,monkey,0.8022054433822632,0.5156008303165436,0.1718585193157196,1,
209,4,bird-monkey,bird->monkey,42,72,1,7,bird,monkey,0.6943342685699463,0.6910656690597534,0.2595396637916565,1,
210,4,bird-monkey,bird->monkey,434,66,1,7,bird,monkey,0.7673616409301758,0.8225935995578766,0.1446226388216018,1,
211,4,bird-monkey,bird->monkey,493,250,1,7,bird,monkey,0.6962341070175171,0.6065215468406677,0.2007220387458801,1,
212,4,bird-monkey,bird->monkey,147,435,1,7,bird,monkey,0.7331609129905701,0.6351816356182098,0.2692758440971374,1,
213,4,bird-monkey,bird->monkey,225,106,1,7,bird,monkey,0.8484946489334106,0.7847955077886581,0.1578423976898193,1,
214,4,bird-monkey,bird->monkey,68,427,1,7,bird,monkey,0.7840574383735657,0.5102960765361786,0.2072227150201797,1,
215,4,bird-monkey,bird->monkey,108,217,1,7,bird,monkey,0.6954630613327026,0.7111364603042603,0.2069000005722046,1,
216,4,bird-monkey,monkey->bird,450,380,7,1,monkey,bird,0.7309108972549438,0.5746185481548309,0.1974309086799621,1,
217,4,bird-monkey,monkey->bird,217,170,7,1,monkey,bird,0.6555299758911133,0.5752594769001007,0.2431248128414154,1,
218,4,bird-monkey,monkey->bird,274,385,7,1,monkey,bird,0.7575837969779968,0.6400727927684784,0.2130229324102401,1,
219,4,bird-monkey,monkey->bird,168,451,7,1,monkey,bird,0.7708540558815002,0.4892262816429138,0.1364577263593673,0,
220,4,bird-monkey,monkey->bird,334,333,7,1,monkey,bird,0.333167552947998,0.7070572972297668,0.1734673678874969,1,
221,4,bird-monkey,monkey->bird,72,147,7,1,monkey,bird,0.7844175100326538,0.6858384311199188,0.2023839652538299,1,
222,4,bird-monkey,monkey->bird,64,68,7,1,monkey,bird,0.7509139180183411,0.6766728162765503,0.2613186538219452,1,
223,4,bird-monkey,monkey->bird,106,87,7,1,monkey,bird,0.7135676145553589,0.7693670243024826,0.2172651439905166,1,
224,4,bird-monkey,monkey->bird,471,386,7,1,monkey,bird,0.8727284669876099,0.6474826335906982,0.2552192509174347,1,
225,4,bird-monkey,monkey->bird,420,93,7,1,monkey,bird,0.7068015933036804,0.7329484224319458,0.2249460816383361,1,
226,4,bird-monkey,monkey->bird,349,172,7,1,monkey,bird,0.6441650390625,0.7896280735731125,0.1974843591451645,1,
227,4,bird-monkey,monkey->bird,37,346,7,1,monkey,bird,0.6636011600494385,0.7318307459354401,0.1519757509231567,1,
228,4,bird-monkey,monkey->bird,365,247,7,1,monkey,bird,0.7211012244224548,0.7155732810497284,0.2486710846424102,1,
