index,group,fine_class,pred,u_msp,u_mls,u_energy,u_mahalanobis
3755,near,bus,truck,9.8209502e-05,-10.65784,-10.657938,260.51357
3868,near,bus,automobile,0.035347894,-7.6299319,-7.6659197,1771.6884
3887,near,bus,truck,0.00077542667,-9.2428398,-9.2436155,577.23113
3947,near,bus,truck,0.0019016924,-8.4798841,-8.4817877,1332.0036
4104,near,bus,airplane,0.00076815419,-8.9562016,-8.95697,801.08953
4129,near,bus,truck,0.37316014,-3.6749907,-4.1420548,3692.3414
4173,near,bus,truck,8.426678e-05,-11.25037,-11.250454,335.40707
4185,near,bus,truck,0.00024590107,-9.9045134,-9.9047593,222.2161
4201,near,bus,truck,0.0012421893,-9.9174185,-9.9186614,1490.3611
4296,near,bus,truck,0.00037793392,-9.8786173,-9.8789953,359.94601
4307,near,bus,truck,0.00011037705,-10.401928,-10.402038,264.17578
4426,near,bus,automobile,0.0062215441,-7.6713285,-7.6775695,889.83848
4434,near,bus,truck,0.0078092983,-6.8628645,-6.8707044,1464.9385
4464,near,bus,truck,0.011559511,-6.8642082,-6.8758351,1450.7664
4468,near,bus,truck,0.010765271,-8.3087568,-8.3195805,1537.7359
4586,near,bus,automobile,0.0043627575,-9.370986,-9.3753583,1357.3759
4740,near,bus,truck,0.13802572,-5.5029583,-5.6514881,3159.2072
4756,near,bus,truck,0.31146846,-4.0650325,-4.4382266,4882.7628
4788,near,bus,automobile,0.0028577984,-8.9792433,-8.9821052,747.11735
4808,near,bus,airplane,0.41326867,-5.3958616,-5.9290499,3543.7513
4998,near,bus,truck,0.0047498347,-8.2616091,-8.2663702,1006.1885
5015,near,bus,truck,0.0083221994,-8.1335955,-8.1419525,1326.6946
5020,near,bus,truck,0.38922024,-4.0070477,-4.5000665,4777.7929
5064,near,bus,truck,0.001687582,-8.4587145,-8.4604035,1008.3512
5163,near,bus,truck,0.00049117078,-9.3679647,-9.368456,310.0263
5184,near,bus,truck,0.00065181487,-9.7973566,-9.7980086,540.8178
5201,near,bus,truck,0.00016894485,-11.833667,-11.833836,1186.9994
5465,near,bus,truck,0.12841147,-5.0593729,-5.1968107,2769.001
5634,near,bus,truck,0.00051858433,-9.3870344,-9.3875531,386.54389
5654,near,bus,automobile,0.00048679989,-8.9782581,-8.9787451,122.90206
5748,near,bus,truck,0.00082005625,-9.3456907,-9.3465111,507.52881
5853,near,bus,truck,0.00027786743,-10.182828,-10.183106,432.09426
5920,near,bus,truck,0.0032645377,-9.0333452,-9.0366151,1338.8204
6116,near,bus,truck,0.00026266897,-10.575686,-10.575948,1252.9876
6176,near,bus,truck,0.00051042229,-9.5404692,-9.5409797,477.96097
6303,near,bus,truck,0.22585014,-5.4562998,-5.7122896,2770.6709
6339,near,bus,truck,9.9742575e-05,-11.238074,-11.238174,587.54389
6411,near,bus,automobile,0.40053,-5.2135062,-5.7252156,3681.2175
6712,near,bus,truck,0.0057351803,-8.6214666,-8.6272183,1640.2156
6791,near,bus,ship,0.010829603,-7.3597784,-7.3706671,1581.5606
7133,near,bus,truck,2.9787945e-05,-11.703967,-11.703997,497.41896
7376,near,bus,truck,0.00081972741,-8.9011393,-8.9019593,428.36342
7441,near,bus,truck,0.00018572592,-10.447735,-10.447921,421.6329
7508,near,bus,truck,0.00021130298,-9.9091854,-9.9093967,162.19895
7567,near,bus,truck,0.51911743,-3.8589063,-4.5910384,6316.2837
7812,near,bus,truck,0.0035681674,-8.3056345,-8.309209,841.11624
7816,near,bus,truck,0.00076881806,-10.122294,-10.123064,928.68847
8023,near,bus,truck,0.23604462,-5.24577,-5.5150159,4162.7962
8085,near,bus,truck,9.2565551e-05,-10.758035,-10.758127,850.97628
8126,near,bus,automobile,0.0074387672,-8.6202536,-8.6277201,1285.3309
8497,near,bus,truck,0.018055475,-6.2845006,-6.3027211,1660.1987
8596,near,bus,truck,0.015011086,-7.603662,-7.6187869,1729.1583
8609,near,bus,truck,0.0004032956,-9.2187128,-9.2191162,441.10788
8655,near,bus,truck,8.5038252e-05,-10.856089,-10.856174,431.0309
8663,near,bus,truck,0.0039906452,-7.7702274,-7.7742261,1355.4204
8717,near,bus,automobile,0.42866822,-4.8850918,-5.444877,3961.9257
8920,near,bus,truck,0.072132865,-5.1890507,-5.2639174,2780.2982
8958,near,bus,automobile,0.00036409151,-9.426713,-9.4270771,116.29522
9027,near,bus,truck,0.23338878,-4.5639491,-4.8297246,3956.663
9232,near,bus,truck,9.9700585e-05,-11.043417,-11.043517,478.74035
9252,near,bus,truck,0.024492637,-8.3307009,-8.3554984,2328.4811
9546,near,bus,truck,0.026232335,-7.4379144,-7.4644969,2189.0078
9572,near,bus,truck,0.0021746872,-8.3092051,-8.3113821,638.76567
9815,near,bus,automobile,0.0037361313,-8.2846985,-8.2884416,719.82194
9835,near,bus,truck,0.00012656784,-10.286931,-10.287058,238.24654
9930,near,bus,truck,0.047888467,-7.5563617,-7.6054348,2091.523
36,near,pickup_truck,truck,0.002287597,-7.9155841,-7.9178743,557.78557
47,near,pickup_truck,truck,0.49961373,-5.8876276,-6.5800025,3853.3516
149,near,pickup_truck,automobile,0.0004111288,-9.4475794,-9.4479906,234.89091
150,near,pickup_truck,truck,0.00027907042,-9.6866407,-9.6869198,140.21264
156,near,pickup_truck,truck,0.0014124825,-10.737461,-10.738875,1732.5824
196,near,pickup_truck,truck,0.08479181,-6.4564462,-6.5450499,3837.0699
256,near,pickup_truck,truck,0.0007790064,-8.9712191,-8.9719984,467.93766
353,near,pickup_truck,automobile,0.00038017462,-10.139766,-10.140146,546.91706
460,near,pickup_truck,automobile,0.00057191639,-9.1816225,-9.1821946,307.21151
507,near,pickup_truck,automobile,0.47062859,-5.1096592,-5.7457242,3795.896
578,near,pickup_truck,automobile,0.0091744343,-7.5810585,-7.5902753,1210.9612
796,near,pickup_truck,truck,0.00057633004,-8.9858637,-8.9864402,215.69252
803,near,pickup_truck,automobile,0.00091172804,-8.9386501,-8.9395623,415.00328
1145,near,pickup_truck,automobile,0.27586718,-7.2262182,-7.5489987,3433.31
1155,near,pickup_truck,truck,0.13116527,-6.7843165,-6.9249189,2851.534
1212,near,pickup_truck,automobile,0.0088791645,-7.8106441,-7.819563,1070.2027
1327,near,pickup_truck,automobile,0.0041946167,-8.2868567,-8.2910601,906.84791
1491,near,pickup_truck,automobile,0.04612638,-6.4790678,-6.5262919,1764.3064
1568,near,pickup_truck,automobile,0.00021720056,-10.567932,-10.568149,415.07987
1913,near,pickup_truck,truck,0.0011255073,-9.3971519,-9.3982781,899.08426
2012,near,pickup_truck,truck,0.0038186675,-8.3332005,-8.3370264,929.24992
2100,near,pickup_truck,automobile,0.00031991391,-9.4141636,-9.4144836,148.15714
2321,near,pickup_truck,automobile,0.001086758,-8.2977753,-8.2988626,356.88083
2396,near,pickup_truck,automobile,0.24546212,-5.9802837,-6.2619335,2806.3575
2421,near,pickup_truck,truck,0.0055754829,-7.7956719,-7.801263,1100.4762
2556,near,pickup_truck,truck,0.47905877,-4.7717705,-5.4238885,4155.1924
2603,near,pickup_truck,automobile,0.000598976,-8.9338379,-8.934437,122.11432
2882,near,pickup_truck,automobile,0.0018317335,-8.9925985,-8.9944319,712.48079
3537,near,pickup_truck,automobile,0.42365219,-5.9184041,-6.4694481,3713.6708
3630,near,pickup_truck,truck,0.017760332,-7.6758571,-7.693777,1647.2189
3655,near,pickup_truck,automobile,0.0026960015,-9.0664539,-9.0691536,767.45689
3933,near,pickup_truck,automobile,0.016331929,-7.2627177,-7.2791845,1462.2985
4316,near,pickup_truck,truck,0.0067713937,-8.5175323,-8.5243268,1369.0781
4335,near,pickup_truck,truck,0.00017527381,-9.9611998,-9.961375,380.78585
4387,near,pickup_truck,truck,0.0055866676,-7.9859071,-7.9915094,1564.8162
4463,near,pickup_truck,automobile,0.0010566047,-9.4597282,-9.4607854,725.57576
4506,near,pickup_truck,automobile,7.9320727e-05,-10.858645,-10.858725,232.125
4515,near,pickup_truck,automobile,0.00014025364,-10.213585,-10.213725,126.82186
4588,near,pickup_truck,automobile,0.00078068613,-8.9808178,-8.9815988,273.06721
4693,near,pickup_truck,automobile,0.0011781279,-8.9624405,-8.9636193,731.8147
4821,near,pickup_truck,automobile,0.0025312704,-8.4178562,-8.4203907,1013.4468
4870,near,pickup_truck,automobile,0.000245504,-9.7685661,-9.7688117,177.12864
4881,near,pickup_truck,automobile,0.0035130648,-8.7046919,-8.7082111,830.28013
5008,near,pickup_truck,automobile,0.00056834073,-8.9189816,-8.9195501,110.2175
5009,near,pickup_truck,automobile,0.00025590058,-10.057356,-10.057612,166.69545
5110,near,pickup_truck,automobile,0.00084447503,-10.154019,-10.154864,762.99339
5129,near,pickup_truck,automobile,0.12686263,-7.3669815,-7.5026439,2816.4422
5149,near,pickup_truck,truck,0.00043552584,-9.2695656,-9.2700012,130.61824
5317,near,pickup_truck,automobile,0.0094869135,-8.3855743,-8.3951065,1245.9394
5437,near,pickup_truck,automobile,0.0061480064,-8.2792263,-8.2853933,1226.2555
5568,near,pickup_truck,truck,0.01668631,-7.6719666,-7.6887936,1511.579
5715,near,pickup_truck,automobile,0.004791854,-8.5938377,-8.5986411,1072.3141
5732,near,pickup_truck,automobile,0.028753112,-6.5930009,-6.6221755,2137.9345
5736,near,pickup_truck,truck,0.18827175,-6.2125964,-6.4211861,2869.2278
5738,near,pickup_truck,automobile,0.13063749,-5.5923576,-5.7323527,2689.135
5756,near,pickup_truck,automobile,0.00035850896,-9.8831491,-9.8835077,257.37797
5893,near,pickup_truck,automobile,0.42635453,-5.1980834,-5.7538271,3840.9974
5932,near,pickup_truck,truck,0.067884178,-7.1847768,-7.255075,2334.4128
6075,near,pickup_truck,automobile,0.00031943506,-9.6848621,-9.6851816,114.55195
6574,near,pickup_truck,automobile,0.00028704208,-10.168578,-10.168865,318.04156
6653,near,pickup_truck,automobile,0.00055295595,-9.5198689,-9.520422,272.20291
7119,near,pickup_truck,truck,0.0035625235,-8.6459646,-8.6495335,1389.9145
7131,near,pickup_truck,automobile,0.48154887,-5.1551828,-5.8120923,3612.8631
7207,near,pickup_truck,automobile,0.00092954821,-8.8776035,-8.8785335,330.57201
7389,near,pickup_truck,automobile,9.472215e-05,-10.707325,-10.70742,255.70411
7559,near,pickup_truck,automobile,0.0010996643,-9.3130007,-9.3141009,665.41515
7570,near,pickup_truck,truck,0.12310795,-7.2984853,-7.4298567,2949.9766
7658,near,pickup_truck,automobile,5.9718041e-05,-11.117802,-11.117861,203.12105
7823,near,pickup_truck,truck,0.30199979,-6.1538315,-6.5133674,4034.9735
7866,near,pickup_truck,automobile,0.14934751,-5.6239557,-5.7857073,2865.9503
7900,near,pickup_truck,automobile,0.00042742907,-9.2554379,-9.2558654,197.29387
7962,near,pickup_truck,truck,0.00083687774,-8.8586311,-8.8594684,552.75392
7994,near,pickup_truck,truck,0.50519643,-4.0410781,-4.7446725,4956.9101
7999,near,pickup_truck,airplane,0.45104697,-4.1339078,-4.7336502,4193.7783
8082,near,pickup_truck,automobile,0.00064669308,-8.991847,-8.9924939,339.92359
8165,near,pickup_truck,automobile,0.033483799,-7.7648697,-7.7989269,1794.5724
8219,near,pickup_truck,automobile,0.0020387806,-7.9873533,-7.9893942,700.46944
8391,near,pickup_truck,truck,0.067788647,-6.6360235,-6.7062192,2148.6908
8455,near,pickup_truck,automobile,0.00100384,-8.7811966,-8.7822009,335.16379
8503,near,pickup_truck,automobile,0.47756711,-6.2787218,-6.9279805,3667.2414
8519,near,pickup_truck,truck,0.34550077,-5.2737308,-5.6976156,4412.0078
8693,near,pickup_truck,automobile,0.043608139,-7.413743,-7.4583306,2121.4372
8944,near,pickup_truck,automobile,0.013413207,-6.9759493,-6.9894533,1650.8787
8947,near,pickup_truck,truck,0.00036311344,-10.112351,-10.112715,678.86041
8953,near,pickup_truck,automobile,0.00058569759,-8.8775587,-8.8781446,283.06512
8966,near,pickup_truck,automobile,0.0065545012,-8.0571995,-8.0637756,1015.7134
9030,near,pickup_truck,truck,0.0032811752,-8.1643705,-8.1676571,754.49934
9081,near,pickup_truck,automobile,4.3504611e-05,-11.671934,-11.671978,576.8814
9368,near,pickup_truck,truck,0.055345541,-5.3124924,-5.3694284,2434.6896
9377,near,pickup_truck,automobile,0.0035279563,-8.6511555,-8.6546897,790.44577
9388,near,pickup_truck,automobile,0.0004271734,-9.2282152,-9.2286425,98.166673
9429,near,pickup_truck,automobile,0.013007225,-8.0206223,-8.0337148,1238.0277
9447,near,pickup_truck,automobile,0.00031042899,-9.7699871,-9.7702976,161.44702
9504,near,pickup_truck,truck,0.0034625567,-7.8997121,-7.9031807,960.21329
9662,near,pickup_truck,automobile,0.0019101819,-8.584259,-8.586171,456.33311
9676,near,pickup_truck,automobile,0.00066106535,-9.2417822,-9.2424435,320.07199
9871,near,pickup_truck,truck,0.061904318,-7.1985998,-7.2625031,2718.6408
9878,near,pickup_truck,automobile,0.00050858081,-9.4130383,-9.413547,234.8429
9880,near,pickup_truck,truck,0.00059114705,-9.3884535,-9.3890448,361.72477
9927,near,pickup_truck,automobile,0.00016557274,-10.241957,-10.242122,100.76741
354,near,motorcycle,automobile,0.014489394,-7.3670936,-7.381689,2255.2459
615,near,motorcycle,frog,0.030831672,-6.7185864,-6.7499034,1974.3989
626,near,motorcycle,automobile,0.2766528,-5.1243424,-5.4482084,3187.0185
752,near,motorcycle,automobile,0.1187142,-4.6544724,-4.7808456,2731.8971
790,near,motorcycle,automobile,0.10684245,-6.635488,-6.7484803,2649.163
923,near,motorcycle,automobile,0.061318348,-5.102634,-5.1659128,2613.5349
1023,near,motorcycle,truck,0.0013672208,-8.8796721,-8.8810402,840.49601
1096,near,motorcycle,cat,0.35686603,-3.3601329,-3.8015352,3473.6435
1218,near,motorcycle,automobile,0.048995619,-5.4012418,-5.4514784,2021.07
1321,near,motorcycle,truck,0.076703644,-6.7915902,-6.8713952,4451.1537
1404,near,motorcycle,cat,0.39022016,-4.9526105,-5.4472678,3791.3284
1463,near,motorcycle,automobile,0.025214522,-7.4418187,-7.4673566,3348.9431
1464,near,motorcycle,truck,0.40594315,-4.5669451,-5.0877253,3820.919
1671,near,motorcycle,automobile,0.29762959,-4.5061655,-4.8594599,4334.4984
1812,near,motorcycle,automobile,0.07918294,-5.2746577,-5.3571516,2265.2059
1829,near,motorcycle,airplane,0.64126298,-2.8675525,-3.8927182,5175.472
2033,near,motorcycle,airplane,0.091149324,-5.6031475,-5.698722,2538.2191
2066,near,motorcycle,deer,0.055359927,-5.6286216,-5.6855729,2264.0384
2072,near,motorcycle,airplane,0.42875686,-4.5343466,-5.0942869,4301.8356
2082,near,motorcycle,automobile,0.028523698,-7.0729814,-7.1019198,1799.1338
2148,near,motorcycle,truck,0.4004616,-3.9585338,-4.470129,6662.7923
2242,near,motorcycle,automobile,0.39201509,-4.7951322,-5.2927374,4429.2613
3027,near,motorcycle,cat,0.349172,-4.776813,-5.2063229,3923.5133
3054,near,motorcycle,airplane,0.0038780899,-8.3927622,-8.3966478,2341.123
3111,near,motorcycle,airplane,0.19183618,-5.0656457,-5.2786362,3333.2666
3240,near,motorcycle,airplane,0.35285668,-4.5848708,-5.0200583,3949.6029
3256,near,motorcycle,airplane,0.35162701,-3.5842741,-4.0175632,3745.9159
3376,near,motorcycle,automobile,0.00038584913,-9.8185368,-9.8189227,661.16692
3525,near,motorcycle,airplane,0.02757085,-6.1277585,-6.1557166,2065.5341
3558,near,motorcycle,automobile,0.0032847765,-7.7987528,-7.802043,904.52331
3606,near,motorcycle,truck,0.014603361,-6.4359784,-6.4506895,2080.5006
3715,near,motorcycle,frog,0.38531364,-4.3283901,-4.8150332,3649.3498
3732,near,motorcycle,truck,0.018117153,-7.2173963,-7.2356795,2257.7372
3748,near,motorcycle,cat,0.21218262,-4.5565619,-4.7950509,4059.8123
3857,near,motorcycle,automobile,0.21474028,-5.5727277,-5.8144684,3814.7177
3893,near,motorcycle,bird,0.48984404,-5.8615141,-6.5345529,3412.7626
4028,near,motorcycle,airplane,0.08825109,-5.0659542,-5.1583449,2544.3521
4128,near,motorcycle,truck,0.56549988,-3.6216269,-4.4551859,4531.6129
4147,near,motorcycle,automobile,0.49162022,-3.0439756,-3.7205021,4385.6099
4461,near,motorcycle,airplane,0.021990792,-6.5754647,-6.5977009,1907.9155
4487,near,motorcycle,airplane,0.2840382,-3.8644423,-4.1985708,3836.816
4892,near,motorcycle,automobile,0.062011663,-4.8986468,-4.9626646,2497.3212
4927,near,motorcycle,airplane,0.40321302,-3.8412578,-4.3574529,4919.8259
4960,near,motorcycle,horse,0.18637688,-5.2375159,-5.4437739,3303.8599
5003,near,motorcycle,automobile,0.5544207,-3.6790342,-4.4874143,4468.0594
5112,near,motorcycle,truck,0.61271379,-2.6930256,-3.6416169,6432.8672
5114,near,motorcycle,truck,0.26597956,-4.2298279,-4.5390463,4392.4421
5162,near,motorcycle,truck,0.27664647,-4.6565294,-4.9803866,4321.0104
5175,near,motorcycle,truck,0.0094735847,-7.7740626,-7.7835814,1448.8711
5216,near,motorcycle,horse,0.26102064,-4.1533341,-4.4558194,3083.8577
5311,near,motorcycle,frog,0.18243389,-5.1033382,-5.3047617,3892.267
5342,near,motorcycle,frog,0.062627916,-6.009295,-6.07397,2394.8318
5350,near,motorcycle,truck,0.0006840954,-8.9810753,-8.9817596,355.92849
5430,near,motorcycle,truck,0.0092814001,-7.8190246,-7.8283493,1982.0834
5460,near,motorcycle,automobile,0.096579846,-5.6064091,-5.7079766,3163.7025
5469,near,motorcycle,truck,0.33453882,-4.8823242,-5.2895992,5359.5601
5486,near,motorcycle,automobile,0.0023929629,-8.3177309,-8.3201267,1518.6139
5572,near,motorcycle,automobile,0.004023308,-8.6165485,-8.62058,986.15856
5612,near,motorcycle,automobile,0.3886125,-4.6073685,-5.0993928,3534.0403
5650,near,motorcycle,automobile,0.028767536,-6.2003074,-6.2294968,2276.1756
5691,near,motorcycle,airplane,0.52947752,-3.7465105,-4.500422,4189.8547
6022,near,motorcycle,truck,0.072919967,-5.8130164,-5.8887318,3466.2053
6144,near,motorcycle,frog,0.32429823,-4.370471,-4.7624745,3926.4418
6279,near,motorcycle,automobile,0.02456959,-5.941493,-5.9663695,1888.9672
6343,near,motorcycle,truck,0.0070341606,-7.543942,-7.551001,1924.039
6382,near,motorcycle,automobile,0.0013946467,-8.8611546,-8.8625502,784.11589
6416,near,motorcycle,automobile,0.11616215,-6.2075853,-6.331067,3032.0754
6449,near,motorcycle,automobile,0.0091649821,-7.0669618,-7.076169,1651.0331
6547,near,motorcycle,automobile,0.0031603413,-7.6767001,-7.6798655,731.34347
6730,near,motorcycle,airplane,0.52244741,-3.706145,-4.445226,4851.7192
6914,near,motorcycle,truck,0.1512434,-4.5794148,-4.7433977,3708.7387
6954,near,motorcycle,truck,0.083903865,-5.4309325,-5.5185665,3014.2888
7109,near,motorcycle,automobile,0.019031684,-8.6610813,-8.6802964,2620.2038
7110,near,motorcycle,airplane,0.019579277,-6.652689,-6.6724625,1818.3558
7160,near,motorcycle,automobile,0.12495819,-5.1320086,-5.2654922,4670.5872
7209,near,motorcycle,truck,0.15619089,-5.6620154,-5.8318444,5393.1091
7249,near,motorcycle,automobile,0.35180608,-5.1334176,-5.566983,4120.7089
7289,near,motorcycle,truck,0.35323122,-2.9018116,-3.337578,3832.2926
7471,near,motorcycle,cat,0.14237873,-4.5825481,-4.7361408,2613.3006
7489,near,motorcycle,horse,0.60696973,-3.0844922,-4.0183608,4467.6458
7569,near,motorcycle,automobile,0.01945603,-6.5722876,-6.5919353,2239.9134
7640,near,motorcycle,automobile,0.012565559,-6.6288371,-6.6414823,1877.2662
7806,near,motorcycle,automobile,0.12495562,-5.947947,-6.0814277,2675.4389
7871,near,motorcycle,automobile,0.39747934,-5.1442499,-5.6508832,4624.1616
8183,near,motorcycle,truck,0.57855661,-3.18205,-4.0461198,4757.2006
8257,near,motorcycle,horse,0.21763538,-3.6807415,-3.9261759,3250.877
8300,near,motorcycle,automobile,0.14998124,-4.8459582,-5.0084551,3028.8904
8457,near,motorcycle,airplane,0.34257031,-4.8322701,-5.2516876,4283.5353
8460,near,motorcycle,automobile,0.21491901,-4.4156432,-4.6576116,3930.1456
8627,near,motorcycle,automobile,0.011664056,-7.4470863,-7.4588189,1415.551
8763,near,motorcycle,automobile,0.29227434,-5.2597423,-5.605441,4616.5826
8929,near,motorcycle,truck,0.21664921,-4.2990832,-4.5432579,6127.7813
8981,near,motorcycle,truck,0.54827826,-3.826993,-4.6216819,4810.0816
9007,near,motorcycle,airplane,0.019616807,-6.0606461,-6.0804578,2157.0322
9017,near,motorcycle,automobile,0.00078498393,-9.2571659,-9.2579512,593.76887
9205,near,motorcycle,automobile,0.027571026,-6.8830786,-6.9110368,2600.7124
9276,near,motorcycle,airplane,0.034315571,-7.0761242,-7.1110424,3700.531
9345,near,motorcycle,truck,0.30424187,-6.4498825,-6.8126357,3871.2805
9654,near,motorcycle,automobile,0.2437619,-5.2184691,-5.4978681,3783.4788
9833,near,motorcycle,airplane,0.71619502,-1.8176713,-3.0771393,4213.0242
85,near,tractor,truck,0.10413578,-5.2597799,-5.3697464,2328.9468
230,near,tractor,ship,0.050199967,-5.1752386,-5.2267424,2233.3763
262,near,tractor,truck,0.24822144,-3.9298267,-4.2151402,3477.1844
283,near,tractor,truck,0.00098616256,-8.408803,-8.4097896,334.99982
299,near,tractor,automobile,0.001249393,-9.0457754,-9.0470256,1451.7463
321,near,tractor,truck,0.0028493123,-7.6998386,-7.702692,750.98268
366,near,tractor,deer,0.40552863,-4.2463608,-4.7664435,4287.5207
409,near,tractor,truck,0.069029076,-5.3765287,-5.448056,3176.389
498,near,tractor,deer,0.3620583,-3.7401044,-4.1896128,4224.7784
652,near,tractor,truck,0.013865377,-6.7264171,-6.7403795,2170.5372
921,near,tractor,truck,0.0041664816,-7.5690188,-7.573194,809.25688
995,near,tractor,truck,0.0048697268,-7.2385626,-7.2434442,933.70257
1081,near,tractor,truck,0.21688654,-5.6594338,-5.9039115,3414.0686
1181,near,tractor,cat,0.1962266,-4.8856173,-5.1040552,3237.7112
1260,near,tractor,truck,0.00057273292,-9.031889,-9.0324619,262.88423
1261,near,tractor,truck,0.30400537,-4.4659686,-4.8283819,3658.6615
1753,near,tractor,truck,0.38642019,-4.0980091,-4.586454,4378.3003
1864,near,tractor,truck,0.01950406,-6.2042174,-6.2239142,1494.6309
1881,near,tractor,truck,0.34738581,-3.4410548,-3.867824,3975.795
1976,near,tractor,truck,0.0028376217,-7.7730808,-7.7759225,1124.8007
2029,near,tractor,truck,0.0022420595,-7.8407688,-7.8430134,607.16174
2101,near,tractor,ship,0.041867559,-5.8057799,-5.8485492,2668.7127
2123,near,tractor,truck,0.0048098312,-7.1709199,-7.1757413,850.45971
2144,near,tractor,truck,0.0052715633,-7.150651,-7.1559365,915.04771
2171,near,tractor,ship,0.44759333,-3.2839415,-3.8774123,4244.4336
2503,near,tractor,ship,0.45905157,-4.152451,-4.7668824,4356.093
2569,near,tractor,ship,0.38960972,-5.0673246,-5.5609814,4081.0116
2624,near,tractor,truck,0.0010289883,-8.6530809,-8.6541105,606.21937
2675,near,tractor,truck,0.38733894,-3.4231367,-3.9130801,3839.3943
2871,near,tractor,truck,0.0053444166,-7.5419464,-7.5473052,1164.5451
2911,near,tractor,ship,0.002215815,-8.0099697,-8.012188,1238.1481
2956,near,tractor,truck,0.0014419144,-8.8549643,-8.8564072,814.52036
2992,near,tractor,ship,0.015783726,-7.5253992,-7.5413088,1724.2393
3177,near,tractor,truck,0.0028477533,-7.9380245,-7.9408763,854.9678
3412,near,tractor,truck,0.42618675,-3.4308939,-3.9863452,3727.6571
3484,near,tractor,truck,0.00075385844,-9.0966682,-9.0974224,673.18302
3532,near,tractor,truck,0.0012626787,-8.4026556,-8.4039191,591.56309
3840,near,tractor,truck,0.024799355,-6.4220886,-6.4472007,2049.8521
3913,near,tractor,truck,0.0056208047,-7.7822127,-7.7878494,2030.3145
4027,near,tractor,truck,0.13888009,-6.1162572,-6.2657787,2417.6703
4109,near,tractor,ship,0.45810466,-3.8398829,-4.4525652,4410.9661
4404,near,tractor,airplane,0.098775193,-6.0729351,-6.1769356,2643.8387
4517,near,tractor,bird,0.5128459,-3.0376518,-3.7568266,4306.8364
4610,near,tractor,truck,0.01431472,-7.0834532,-7.0978713,1285.1627
4663,near,tractor,truck,0.014755117,-6.6436148,-6.6584798,1478.106
4691,near,tractor,truck,0.00030911087,-9.5827122,-9.5830213,183.14725
4731,near,tractor,airplane,0.4793819,-4.268589,-4.9213275,4808.0805
5025,near,tractor,truck,0.30340387,-4.6136193,-4.9751688,3057.5123
5141,near,tractor,airplane,0.30917033,-5.3999424,-5.7698044,3494.423
5182,near,tractor,ship,0.03353091,-5.887218,-5.921324,1930.2713
5189,near,tractor,automobile,0.017397417,-7.3688745,-7.3864251,1390.9864
5287,near,tractor,truck,0.57363906,-3.9055014,-4.7579704,4524.8404
5314,near,tractor,ship,0.55741322,-2.9794695,-3.7945883,4571.1103
5327,near,tractor,deer,0.27182797,-5.022294,-5.339512,3978.8015
5445,near,tractor,truck,0.010780715,-7.8961301,-7.9069693,1760.4981
